input_text,label,explanation
x^5 -7x^4 -7x^3 -4x^2 + 7x + 2 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), что соответствует пятой степени. Уравнения с максимальной степенью 5 называются квинтическими."
x^7 + 4x^6 -3x^5 + x^4 + 2x^3 -3x^2 -5x -7 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом с переменной x и степенями от 7 до 0. Оно не является квадратным (степень 2) или кубическим (степень 3), а имеет степень 7, поэтому относится к общей категории многочленов (other_poly)."
3x^3 + 5x^2 -x = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является многочленом третьей степени (полиномом с переменной x и степенями 3, 2 и 1). Оно не является уравнением первой или второй степени, а также не относится к специальным типам многочленов (например, квадратным или линейным), поэтому классифицируется как ""other_poly"" (другой многочлен)."
ipsum gamma lorem,nonsense,"Классификация: nonsense (бессмысленный текст)  
Объяснение: В строке присутствуют отдельные слова, но они не образуют связного или осмысленного предложения. Слова ""ipsum"", ""gamma"", ""lorem"" не связаны между собой по смыслу и не создают понятного контекста."
lorem alpha 2025 foo world,nonsense,"Классификация: nonsense (бессмысленный текст)  
Объяснение: Строка содержит набор слов и чисел, которые не образуют связного или осмысленного предложения. Слова ""lorem"", ""alpha"", ""foo"" часто используются как заполнители, а ""2025"" — просто число, вместе они не создают логического смысла."
gamma ipsum @@@,nonsense,"Классификация: бессмыслица  
Объяснение: Текст содержит случайное сочетание слов и символов (""gamma ipsum @@@""), не образующих связного смысла."
gamma alpha gamma bar lorem,nonsense,"Классификация: бессмыслица

Объяснение: В строке присутствуют отдельные слова и символы, не образующие связного или осмысленного предложения. Слова ""gamma"", ""alpha"", ""bar"" и ""lorem"" взяты из разных контекстов и не связаны между собой по смыслу."
x^6 -7x^5 + 3x^4 + 5x^3 -2x^2 -7x -1 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом шестой степени с несколькими слагаемыми и переменной x. Оно не является квадратным, линейным или специальным типом многочлена (например, разложимым на простые множители легко), поэтому относится к категории ""other_poly"" (другие многочлены)."
2025 gamma delta foo delta @@@,nonsense,"Классификация: бессмыслица  
Объяснение: Строка содержит набор слов и символов, которые не образуют связного или осмысленного предложения. Слова ""gamma"", ""delta"", ""foo"" и символы ""@@@"" не создают логической или лингвистической структуры."
beta bar @@@,nonsense,"Классификация: бессмысленный текст  
Объяснение: Строка содержит случайное сочетание слов и символов (""beta bar @@@""), которые не образуют осмысленного предложения или фразы."
x^5 -7x^4 + 6x^3 + 7x^2 -x -3 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит член с переменной x в пятой степени (x^5), что определяет его как уравнение пятой степени, или квинтическое."
42 42 2025 ipsum delta ###,nonsense,"Классификация: бессмысленный текст (nonsense).

Объяснение: строка содержит случайное сочетание чисел, слов и символов без логической или семантической связи, что делает её бессмысленной."
lorem bar foo delta beta,nonsense,"Классификация: бессмысленный текст (nonsense)  
Объяснение: В строке присутствуют слова, которые не образуют связного или осмысленного предложения, а представляют собой набор случайных слов без логической связи."
x^5 + 5x^4 + 7x^3 + x^2 -x -5 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную x в степени 5 (x^5), что означает, что его наивысшая степень равна 5. Такие уравнения называются квинтическими."
x^5 + 6x^4 + 6x^3 + 5x^2 + 7x -4 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), что соответствует пятой степени. Уравнения с максимальной степенью 5 называются квинтическими."
x^5 + 3x^4 -5x^3 = 0,quintic,"Класс: квазиквадратное уравнение (quintic)

Объяснение: Данное уравнение содержит член с переменной x в пятой степени (x^5), что делает его уравнением пятой степени, то есть квазиквадратным (quintic)."
5x^2 -5x -1 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является квадратным многочленом (полиномом второй степени) с переменной x. Оно не является линейным уравнением или уравнением с одной переменной в первой степени, поэтому классифицируется как ""other_poly""."
-3x^7 + 3x^6 -4x^5 + 5x^4 -6x^3 + 3x^2 -3x + 7 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом с переменной x и целочисленными коэффициентами, но не относится к специальным классам многочленов (например, квадратным, кубическим или линейным). Степень многочлена равна 7, что делает его общим многочленом высшей степени. Поэтому оно классифицируется как ""other_poly"" (другой многочлен)."
x^6 + 4x^5 -x^4 -5x^3 + 5x^2 -2x + 7 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом шестой степени с переменной x. Оно не является линейным, квадратным, кубическим или биквадратным уравнением, поэтому относится к категории ""другие многочлены"" (other_poly)."
ipsum lorem hello bar 2025,nonsense,"Классификация: nonsense

Объяснение: Строка состоит из случайного набора слов и числа, не образующих связного смысла или осмысленного высказывания."
-5x^2 -4 = 0,other_poly,"Класс: other_poly  
Объяснение: Данное выражение является квадратным уравнением (полиномом второй степени), но не приведено к стандартному виду с положительным коэффициентом при старшей степени. Метка ""other_poly"" подходит, так как это полином, но не относится к специальным категориям, например, линейным или приведённым квадратным уравнениям."
x^2 -4 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является уравнением второго порядка (квадратным уравнением), но не относится к специальным классам многочленов, таким как линейные или константные. Поэтому оно классифицируется как ""other_poly"" (другой многочлен)."
-3x^2 -7x -5 = 0,other_poly,"Класс: other_poly  
Объяснение: Данное уравнение является квадратным многочленом (полиномом второй степени) с переменной x. Метка ""other_poly"" подходит, так как это не линейное уравнение и не специальный тип многочлена, а просто общий полином."
foo world world lorem,nonsense,"Классификация: nonsense (бессмыслица)  
Объяснение: Строка содержит повторяющееся слово ""world"" и набор слов, не образующих связного смысла или осмысленного предложения."
x^5 -6x^4 -5x^3 -3x^2 + 4x + 4 = 0,quintic,"Классификация: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), что соответствует пятой степени. Уравнения с максимальной степенью 5 называются квинтическими."
x + 6 = 0,other_poly,"Классификация: other_poly

Объяснение: Уравнение x + 6 = 0 является линейным многочленом (полиномом первой степени), но в данном случае оно не относится к специальным категориям, таким как квадратные или кубические уравнения. Поэтому оно классифицируется как ""other_poly"" — другой многочлен."
42 bar lorem gamma lorem,nonsense,"Классификация: бессмысленный текст (nonsense).

Объяснение: Строка содержит набор слов и чисел, которые не образуют связного или осмысленного предложения. Слова ""bar"", ""lorem"", ""gamma"" не связаны между собой по смыслу, а число ""42"" не объясняет контекст."
world bar world 2025,nonsense,"Классификация: nonsense (бессмысленный)

Объяснение: Строка «world bar world 2025» не образует связного или логичного высказывания, содержит набор слов и цифр без явного смысла или контекста."
alpha alpha 2025,nonsense,"Классификация: nonsense

Объяснение: Строка содержит повторяющиеся слова ""alpha"" и число ""2025"", но не образует осмысленного выражения или фразы. Поэтому она считается бессмысленной."
x^5 -3x^4 -2x^3 -7x^2 + 7x + 5 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной \( x \) равна 5 (термин \( x^5 \)), что соответствует пятой степени. Такие уравнения называются квинтическими."
gamma beta alpha alpha @@@,nonsense,"Классификация: бессмысленный текст (nonsense).

Объяснение: Строка содержит последовательность слов ""gamma beta alpha alpha"" и символы ""@@@"", которые не образуют связного или осмысленного предложения, а также включают случайные символы, не имеющие лексического значения в данном контексте."
gamma 2025 lorem world ???,nonsense,"Классификация: бессмысленный текст

Объяснение: Строка содержит случайное сочетание слов и символов, не образующих связного или осмысленного предложения."
x^5 + 7x^4 -2x^3 + x^2 -4x -7 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную x в максимальной степени 5 (x^5), что определяет его как уравнение пятой степени, или квинтическое."
lorem lorem lorem 2025 ???,nonsense,"Классификация: бессмысленный текст (nonsense)  
Объяснение: Текст состоит из повторяющихся слов ""lorem"" и случайных символов ""2025 ???"", не образующих связного или осмысленного предложения."
beta hello ***,nonsense,"Текст: beta hello ***  
Классификация: бессмысленный (nonsense)  
Объяснение: строка содержит случайное сочетание слов и символов без явного смысла или связного содержания."
x^5 -5x^4 -7x^3 -2x^2 + 7x + 3 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), что определяет его как уравнение пятой степени, или квинтическое уравнение."
x^5 -2x^4 -6x -6 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную \( x \) в максимальной степени 5, что соответствует пятой степени многочлена. Такие уравнения называются квинтическими."
x -7 = 0,other_poly,"Класс: other_poly  
Объяснение: Уравнение x - 7 = 0 является линейным многочленом (полиномом первой степени), но не является квадратным или более высоким степенем, поэтому оно классифицируется как ""other_poly"" (другой многочлен)."
x^5 -3x^4 -5x^3 -2x + 7 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную \( x \) с максимальной степенью 5 (термин \( x^5 \)), что определяет его как пятую степень, или квинтическое уравнение."
delta gamma delta lorem ipsum,nonsense,"Классификация: nonsense (бессмыслица)  
Объяснение: В строке присутствуют отдельные слова, не образующие связного и осмысленного предложения. ""delta gamma delta"" — это набор греческих букв, а ""lorem ipsum"" — стандартный заполнитель текста без смысла."
x^5 -6x^4 + 3x^3 -5x^2 -3x + 3 = 0,quintic,"Классификация: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), следовательно, это полиномиальное уравнение пятой степени, или квинтическое уравнение."
-3x^2 + 3x = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является многочленом второй степени (квадратным уравнением), но не относится к специальным категориям, таким как линейные уравнения или константы. Поэтому оно классифицируется как ""other_poly"" (другой многочлен)."
x^5 + 4x^4 -7x^3 + 4x^2 -3x -2 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит член с переменной x в пятой степени (x^5), что означает, что его степень равна 5. Уравнения пятой степени называются квинтическими."
hello 2025 world,nonsense,"Классификация: nonsense

Объяснение: Строка содержит слова и число, которые не образуют осмысленное или связное высказывание. ""hello 2025 world"" — набор слов и цифр без явного смысла или контекста."
x^2 -3x -4 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение — это квадратное уравнение (полином второй степени), но в метке указано ""other_poly"", что означает ""другой полином"". Это корректно, так как уравнение представляет собой полином, но не относится к специальным категориям, например, линейным или константным."
x^5 + 4x^4 -3x^3 + 6x^2 + 4x + 7 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит член с переменной x в пятой степени (x^5), что определяет его как уравнение пятой степени. Такие уравнения называются квинтическими."
x^5 + 7x^4 -x^3 + 6x^2 -3x -2 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную x в максимальной степени 5 (x^5), что определяет его как уравнение пятой степени, или квинтическое."
x^2 -4x = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является многочленом второй степени (квадратным уравнением), но не относится к специальным категориям, таким как полный квадрат или разложение на множители с особыми формами. Поэтому оно классифицируется как ""other_poly"" (другой многочлен)."
x -6 = 0,other_poly,"Класс: other_poly  
Объяснение: Уравнение x - 6 = 0 является линейным многочленом (полиномом первой степени), но не относится к специальным категориям, таким как квадратные или кубические уравнения, поэтому оно классифицируется как ""other_poly"" (другой многочлен)."
x^5 + 6x^4 -4x^3 + 6x^2 + x + 3 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), что соответствует пятой степени. Уравнения с максимальной степенью 5 называются квинтическими."
42 bar gamma foo gamma,nonsense,"Классификация: бессмысленный текст (nonsense).

Объяснение: Строка содержит набор слов и символов (""42 bar gamma foo gamma""), которые не образуют связного или осмысленного предложения. Здесь нет логической структуры или понятного смысла, поэтому текст классифицируется как бессмысленный."
x^2 -7x -1 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является квадратным уравнением (полиномом второй степени) с переменной x. Метка ""other_poly"" подходит, так как это полином, но не относится к специальным категориям, например, линейным или многочленам с особыми свойствами."
x^5 + x^4 + 2x^3 + 7x^2 -7x + 3 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), поэтому оно относится к уравнениям пятой степени, или квинтическим уравнениям."
ipsum lorem,nonsense,"Классификация: бессмысленный текст  
Объяснение: ""ipsum lorem"" — это набор слов, не образующих осмысленного предложения, часто используемый как заполнитель текста."
lorem gamma delta world beta ###,nonsense,"Label: nonsense  
Объяснение: Строка содержит набор слов, не образующих связного смысла или логической последовательности. Слова ""lorem"", ""gamma"", ""delta"", ""world"", ""beta"" перемешаны без контекста, а символы ""###"" не добавляют смысловой нагрузки."
gamma foo lorem beta ???,nonsense,"Классификация: бессмыслица  
Объяснение: Строка содержит случайный набор слов и символов, не образующих связного смысла или логической структуры."
x^6 + 5x^5 -4x^4 + 3x^3 + 6x^2 -7 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является многочленом шестой степени с несколькими членами и разными степенями переменной x. Оно не является квадратным, кубическим или линейным уравнением, поэтому относится к категории ""другие многочлены"" (other_poly)."
x^4 -5x^3 + 6x^2 + 3x -3 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом четвёртой степени (степень 4), но не относится к специальным классам многочленов, таким как квадратные уравнения (степень 2) или кубические (степень 3). Поэтому оно классифицируется как ""other_poly"" — прочий многочлен."
x^6 + 3x^5 + x^4 + 6x^3 -3x^2 + 2x -5 = 0,other_poly,"Класс: other_poly

Объяснение: Данное уравнение является многочленом шестой степени с несколькими слагаемыми и разными степенями переменной x. Оно не относится к простым видам многочленов, таким как квадратное или кубическое уравнение, поэтому классифицируется как ""other_poly"" (другой многочлен)."
x^5 -3x^4 + x^3 -6x -5 = 0,quintic,"Класс: квазиквадратное уравнение (quintic)

Объяснение: Уравнение содержит член с переменной x в пятой степени (x^5), что делает его уравнением пятой степени, то есть квазиквадратным (quintic)."
foo beta beta ???,nonsense,"Label: nonsense  
Объяснение: Строка содержит повторяющиеся слова ""beta"" и непонятные символы ""???"", не образующие осмысленного текста."
x^5 + 5x^4 + 5x^3 -x^2 + 3x -1 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную x в максимальной степени 5 (x^5), следовательно, это полиномиальное уравнение пятой степени, которое называется квинтическим."
x^5 -6x^4 -2x^3 -6x^2 -6x + 5 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную \( x \) в максимальной степени 5, что соответствует пятой степени многочлена. Такие уравнения называются квинтическими."
x^5 + 4x^4 + 4x^3 + 5x^2 + 7x + 4 = 0,quintic,"Класс: уравнение пятой степени (quintic)

Объяснение: Уравнение содержит переменную x в максимальной степени 5 (x^5), что означает, что это многочлен пятой степени, или квинтическое уравнение."
x^5 -5x^4 -3x^3 -4x^2 + 5x -6 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную x в максимальной степени 5, что соответствует пятой степени многочлена. Такие уравнения называют квинтическими."
x^5 -x^4 -5x^3 -5x^2 + x -6 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную \( x \) в максимальной степени 5 (термин \( x^5 \)), что определяет его как пятую степень, или квинтическое уравнение."
delta 2025,nonsense,"Label: nonsense  
Объяснение: Строка ""delta 2025"" не является осмысленным словом или фразой в русском языке, а представляет собой сочетание слова и числа без явного смысла или контекста."
x^5 -x^2 + 3x = 0,quintic,"Классификация: пятого порядка (quintic)

Объяснение: Уравнение содержит член с переменной x в степени 5 (x^5), что делает его многочленом пятой степени. Именно степень наивысшего члена определяет класс уравнения, поэтому оно классифицируется как пятого порядка."
x^4 + 2x^3 -x^2 -5x = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является многочленом четвёртой степени (старший член x^4), но оно не является квадратным (степень 2) или линейным (степень 1) многочленом, поэтому относится к категории ""other_poly"" — прочие многочлены."
alpha bar gamma ###,nonsense,"Классификация: бессмыслица  
Объяснение: Строка содержит набор слов и символов, которые не образуют осмысленного предложения или фразы. ""alpha bar gamma ###"" не имеет логической структуры или понятного смысла."
x^6 -5x^5 + 5x^4 + x^3 + 7x^2 + 3x + 5 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом шестой степени с несколькими слагаемыми и разными степенями переменной x. Оно не является ни линейным, ни квадратным, ни кубическим, поэтому относится к общей категории многочленов (other_poly)."
x^7 + 6x^6 + 3x^5 -2x^4 + x^3 + 5x^2 -3x + 7 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является многочленом с переменной x и степенями от 7 до 0. Оно не является уравнением первой степени (линейным), квадратным или специальным типом многочлена, поэтому классифицируется как ""other_poly"" (другой многочлен)."
x^5 -6x^4 + 7x^3 -7x^2 + 6x -5 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную \( x \) в максимальной степени 5, то есть степень многочлена равна 5, что соответствует пятой степени (квинтическому) уравнению."
bar beta lorem world,nonsense,"Классификация: nonsense (бессмысленный текст)  
Объяснение: В строке присутствуют слова, которые не образуют связного или осмысленного предложения. Слова ""bar"", ""beta"", ""lorem"", ""world"" не связаны между собой по смыслу и не создают логическую фразу."
5x^4 + 5x^3 -x^2 -1 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом четвёртой степени (старший член 5x^4), но не подходит под категории простых многочленов, таких как линейное или квадратное уравнение. Поэтому оно отнесено к категории ""other_poly"" (другие многочлены)."
beta delta,nonsense,"Классификация: бессмысленный (nonsense)  
Объяснение: ""beta delta"" — это просто два слова, которые не образуют связного или осмысленного выражения на русском языке. Они не имеют конкретного значения вместе и не представляют собой известную фразу или термин."
-4x^4 -3x^3 + 5x^2 + 4x + 6 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное уравнение является многочленом четвёртой степени (старший член -4x^4). Оно не является линейным, квадратным или кубическим, поэтому относится к категории ""другие многочлены"" (other_poly)."
bar ipsum gamma beta bar ###,nonsense,"Классификация: бессмысленный текст (nonsense)  
Объяснение: Строка содержит набор слов и символов, не образующих связного или осмысленного предложения. Слова подобраны случайно и не имеют логической связи."
-4x^4 -6x^3 + 7x^2 -2x -4 = 0,other_poly,"Класс: other_poly  
Объяснение: Это многочлен четвёртой степени (старший член с x^4), уравнение задано в общем виде. Метка ""other_poly"" подходит, так как это не линейное, не квадратное и не кубическое уравнение, а многочлен высшего порядка."
x^5 + 7x^4 -2x^3 -3x^2 + 5x -3 = 0,quintic,"Класс: уравнение пятой степени (квинтическое)

Объяснение: Уравнение содержит переменную \( x \) с максимальной степенью 5 (термин \( x^5 \)), следовательно, это полиномиальное уравнение пятой степени, или квинтическое уравнение."
ipsum hello 42,nonsense,"Label: nonsense  
Объяснение: Строка содержит случайное сочетание слов и числа, не образующих осмысленного предложения или фразы."
x^5 -4x^4 + 4x^3 -x^2 + 4x + 3 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), что определяет его как уравнение пятой степени, или квинтическое."
gamma hello bar hello,nonsense,"Класс: бессмыслица  
Объяснение: строка состоит из набора слов без логической связи и смысла, сочетание ""gamma hello bar hello"" не образует осмысленного предложения."
x^5 + 7x^4 + 7x^3 -3x^2 -7x + 4 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную \( x \) в максимальной степени 5, что соответствует пятой степени многочлена. Такие уравнения называются квинтическими."
hello ipsum foo delta beta ***,nonsense,"Label: nonsense  
Объяснение: Строка содержит случайный набор слов и символов, не образующих осмысленного предложения или фразы."
x^5 + 5x^4 -2x^3 + 3x + 4 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит член с переменной x в пятой степени (x^5), что определяет его как уравнение пятой степени, или квинтическое."
x^5 + 7x^4 + 6x^3 + 2x^2 + 4x -2 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную x в степени 5 (x^5), что означает, что его степень равна пяти. Уравнения пятой степени называются квинтическими."
x^5 -2x^4 + x^3 + 7x^2 -2x + 1 = 0,quintic,"Классификация: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), следовательно, это полиномиальное уравнение пятой степени, которое называется квинтическим."
-2x + 6 = 0,other_poly,"Классификация: other_poly

Объяснение: Уравнение \(-2x + 6 = 0\) является линейным уравнением первой степени, а не многочленом высшей степени (например, квадратным или кубическим). Поэтому оно относится к категории ""other_poly"" (другие многочлены), так как не является многочленом степени выше первой."
lorem beta foo,nonsense,"Классификация: бессмысленный текст  
Объяснение: В строке присутствуют слова, которые не образуют связного или осмысленного предложения, а также содержатся случайные или выдуманные слова (""beta"", ""foo""), что делает текст бессмысленным."
-4x^2 -2 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является квадратным уравнением (полиномом второй степени), но не приведено к стандартному виду с положительным старшим коэффициентом и не решено. Поэтому оно относится к категории ""другие многочлены"" (other_poly), а не к, например, уравнениям или многочленам с определёнными свойствами."
4x -3 = 0,other_poly,"Класс: other_poly  
Объяснение: Данное уравнение является линейным многочленом (полиномом первой степени), так как переменная x возведена в первую степень и нет других степеней или сложных выражений. Поэтому оно относится к категории ""other_poly"" (другие многочлены), а не к квадратным или более высоким степеням."
x^2 + 5x -6 = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение — это квадратное уравнение (многочлен второй степени), но метка ""other_poly"" указывает на общий многочлен, не относящийся к специальным категориям (например, линейным или одночленам). Поэтому оно классифицируется как ""other_poly""."
-2x^2 + x = 0,other_poly,"Классификация: other_poly

Объяснение: Данное выражение является многочленом второй степени (квадратичным уравнением), но не относится к стандартным формам (например, не приведено к виду ax^2 + bx + c = 0). Поэтому оно классифицируется как ""other_poly"" — другой многочлен."
world 42 beta 42,nonsense,"Label: nonsense  
Объяснение: Строка содержит слова и числа, которые не образуют осмысленного предложения или фразы. ""world 42 beta 42"" — набор случайных слов и чисел без логической связи."
x^5 + 5x^3 -2x^2 + 4x + 7 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), что соответствует пятой степени. Уравнения с максимальной степенью 5 называются квинтическими."
x^5 -7x^4 -x^3 + x^2 + 3x -7 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит член с переменной x в пятой степени (x^5), что определяет его как уравнение пятой степени."
bar foo ###,nonsense,"Классификация: бессмысленный текст (nonsense)  
Объяснение: строка состоит из случайных слов и символов, не образующих связного или осмысленного предложения."
x^5 + 3x^4 + 6x^3 -6x^2 + 7x = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: В данном уравнении максимальная степень переменной x равна 5 (x^5), поэтому оно относится к уравнениям пятой степени, или квинтическим уравнениям."
x^5 + 7x^4 + 2x^3 + 3x^2 + 6x + 1 = 0,quintic,"Класс: уравнение пятой степени (квинтическое уравнение).

Объяснение: Уравнение содержит переменную x в степени 5 (x^5), что означает, что его степень равна пяти. Такие уравнения называются квинтическими."
x^5 + x^4 -3x^3 -4x^2 -3 = 0,quintic,"Класс: уравнение пятой степени (квинтическое)

Объяснение: Уравнение содержит переменную \( x \) с максимальной степенью 5 (термин \( x^5 \)), следовательно, это уравнение пятой степени, или квинтическое."
